City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
251,Bolitoc,PH,15.7395,119.8769,80.49,79,100,4.41,light rain
252,Vaasa,FI,63.096,21.6158,44.29,61,100,12.66,overcast clouds
253,Camana,PE,-16.6228,-72.7111,69.75,71,49,8.95,scattered clouds
254,Elmira,US,42.0898,-76.8077,70.88,29,0,6.91,clear sky
255,Darnah,LY,32.767,22.6367,66.56,66,100,20.89,overcast clouds
256,Albanel,CA,48.8832,-72.4487,57.18,41,15,5.75,few clouds
257,Bilibino,RU,68.0546,166.4372,1.08,93,87,3.15,overcast clouds
258,Port-Gentil,GA,-0.7193,8.7815,84.16,79,40,12.66,scattered clouds
259,Mackay,AU,-21.15,149.2,69.78,94,40,5.75,scattered clouds
260,Sterling,US,39.0062,-77.4286,68.16,82,100,8.05,heavy intensity rain
261,Malazgirt,TR,39.1427,42.5401,51.93,80,99,0.69,overcast clouds
262,Nikolskoye,RU,59.7035,30.7861,44.49,79,50,2.73,scattered clouds
263,Cascais,PT,38.6979,-9.4215,66.47,59,40,24.0,scattered clouds
264,Boa Vista,BR,2.8197,-60.6733,89.58,48,75,12.66,broken clouds
265,Hithadhoo,MV,-0.6,73.0833,85.8,71,67,14.9,heavy intensity rain
266,Dawson Creek,CA,55.7666,-120.2362,40.64,87,100,5.75,overcast clouds
267,Laguna,US,38.421,-121.4238,68.14,55,0,13.8,clear sky
268,Kiunga,PG,-6.1219,141.2906,72.86,96,66,1.41,broken clouds
269,Paungde,MM,18.4833,95.5,88.07,52,6,3.85,clear sky
270,Coihaique,CL,-45.5752,-72.0662,54.21,71,75,0.0,broken clouds
271,Belle Fourche,US,44.6714,-103.8522,55.51,51,100,6.8,overcast clouds
272,San Ignacio,BZ,17.1561,-89.0714,88.25,57,100,6.67,overcast clouds
273,Torbay,CA,47.6666,-52.7314,53.28,71,75,3.44,broken clouds
274,Muskegon,US,43.3,-86.1334,55.94,75,100,13.8,overcast clouds
275,Bengkulu,ID,-3.8004,102.2655,76.44,90,100,3.56,overcast clouds
276,Maarianhamina,AX,60.0973,19.9348,46.26,53,0,5.75,clear sky
277,Lubango,AO,-14.9172,13.4925,65.68,51,88,4.18,overcast clouds
278,Rockhampton,AU,-23.3833,150.5,67.89,83,24,5.75,few clouds
279,Nanortalik,GL,60.1432,-45.2371,37.96,86,100,8.59,overcast clouds
280,Gwadar,PK,25.1216,62.3254,83.26,68,0,18.66,clear sky
281,Qostanay,KZ,53.1667,63.5833,41.29,87,0,6.71,clear sky
282,Birkeland,NO,58.3309,8.2323,54.88,43,0,10.36,clear sky
283,Babstovo,RU,48.1167,132.4833,38.14,72,69,4.52,broken clouds
284,Da Lat,VN,11.9465,108.4419,59.23,97,76,1.14,broken clouds
285,Touros,BR,-5.1989,-35.4608,84.06,70,83,16.53,broken clouds
286,Gaimersheim,DE,48.807,11.368,56.14,62,75,3.44,broken clouds
287,Asau,RO,46.4333,26.4,56.32,61,87,1.41,overcast clouds
288,Gravelbourg,CA,49.8834,-106.5512,55.67,50,100,5.32,overcast clouds
289,Placido De Castro,BR,-10.3353,-67.1856,91.0,45,47,3.89,scattered clouds
290,Dunn,US,44.95,-91.8835,48.76,95,100,10.36,light intensity drizzle
291,Goya,AR,-29.14,-59.2626,64.98,78,100,5.79,overcast clouds
292,Half Moon Bay,US,37.4636,-122.4286,67.59,58,0,3.44,clear sky
293,Haines Junction,CA,60.7522,-137.5108,37.35,65,100,2.3,overcast clouds
294,Ampanihy,MG,-24.7,44.75,67.46,84,18,6.04,few clouds
295,Orlik,RU,52.5178,99.825,40.21,65,60,3.67,broken clouds
296,Tugulym,RU,57.0591,64.6425,46.33,72,95,2.19,light rain
297,Vrangel,RU,42.7297,133.0839,38.97,90,90,5.37,overcast clouds
298,Kushima,JP,31.4583,131.2333,57.31,82,100,6.24,overcast clouds
299,Aketi,CD,2.7388,23.7833,73.42,91,86,1.03,light rain
300,Port Keats,AU,-14.25,129.55,76.64,52,51,6.93,broken clouds
301,Ardesen,TR,41.1911,40.9875,55.78,90,100,4.52,light rain
302,Puli,TW,23.9664,120.9695,63.21,98,100,0.85,overcast clouds
303,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,86,75,0.0,broken clouds
304,Halifax,CA,44.6453,-63.5724,46.4,68,100,9.22,overcast clouds
305,Isangel,VU,-19.55,169.2667,78.96,89,100,4.68,overcast clouds
306,Ribeira Grande,PT,38.5167,-28.7,64.8,82,75,3.44,broken clouds
307,Yenagoa,NG,4.9247,6.2642,82.0,81,98,6.06,light rain
308,Richards Bay,ZA,-28.783,32.0377,63.66,78,0,5.19,clear sky
309,Vila Velha,BR,-20.3297,-40.2925,85.95,62,75,13.8,broken clouds
310,Naze,JP,28.3667,129.4833,63.52,64,100,12.39,overcast clouds
311,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,74,0,14.97,clear sky
312,Chesma,RU,53.8111,60.6533,44.06,65,100,14.61,overcast clouds
313,Fukue,JP,32.6881,128.8419,60.46,48,100,16.17,overcast clouds
314,Kotri,PK,25.366,68.3122,89.49,39,65,23.89,broken clouds
315,Mirnyy,RU,62.5353,113.9611,26.24,45,96,11.01,overcast clouds
316,Honningsvag,NO,70.9821,25.9704,28.15,80,75,9.22,broken clouds
317,Maniitsoq,GL,65.4167,-52.9,30.02,68,30,10.87,scattered clouds
318,Kodinsk,RU,58.6881,99.1844,28.54,92,100,4.12,overcast clouds
319,Cockburn Town,TC,21.4612,-71.1419,80.56,65,40,19.57,scattered clouds
320,Geraldton,AU,-28.7667,114.6,54.01,82,0,4.61,clear sky
321,Aklavik,CA,68.2191,-135.0107,39.2,65,20,10.36,few clouds
322,Zhireken,RU,52.8249,117.3076,41.92,59,94,4.47,overcast clouds
323,Namibe,AO,-15.1961,12.1522,73.38,74,8,14.14,clear sky
324,Mokhsogollokh,RU,61.4681,128.9203,29.28,86,83,7.36,broken clouds
325,Desaguadero,PE,-16.5656,-69.0417,56.44,46,4,10.16,clear sky
326,Beira,MZ,-19.8436,34.8389,78.89,73,20,9.22,few clouds
327,Joensuu,FI,62.6012,29.7632,43.29,61,0,4.61,light rain
328,Guayanilla,PR,18.0191,-66.7918,84.9,82,100,8.01,light rain
329,Provideniya,RU,64.3833,-173.3,24.48,74,83,11.7,broken clouds
330,Abashiri,JP,44.0213,144.2697,43.95,91,100,19.57,light rain
331,Gudari,IN,19.35,83.7833,80.02,77,49,2.73,scattered clouds
332,Tigre,AR,-34.426,-58.5796,67.05,41,0,6.91,clear sky
333,Grabouw,ZA,-34.1515,19.0151,59.49,86,0,7.45,clear sky
334,Umm Lajj,SA,25.0213,37.2685,79.03,57,0,8.21,clear sky
335,Homer,US,59.6425,-151.5483,42.69,76,100,20.0,overcast clouds
336,Pemangkat,ID,1.1667,108.9667,79.79,85,50,5.73,scattered clouds
337,Yumen,CN,40.2833,97.2,51.4,16,0,7.67,clear sky
338,Port Lincoln,AU,-34.7333,135.8667,58.78,89,0,8.43,clear sky
339,Qasigiannguit,GL,68.8193,-51.1922,25.05,67,4,3.94,clear sky
340,San Isidro,PE,-12.1167,-77.05,65.79,72,40,8.05,scattered clouds
341,Capao Da Canoa,BR,-29.7456,-50.0097,63.72,93,99,8.97,overcast clouds
342,Rajshahi,BD,24.3667,88.6,80.58,58,98,4.16,overcast clouds
343,Jalu,LY,29.0331,21.5482,94.96,12,88,20.62,overcast clouds
344,Asahi,JP,35.7167,140.65,52.18,77,100,14.41,overcast clouds
345,Price,US,39.5994,-110.8107,61.12,17,0,5.75,clear sky
346,Les Cayes,HT,18.2,-73.75,80.51,76,100,10.2,overcast clouds
347,Flin Flon,CA,54.7682,-101.865,31.84,80,100,10.36,mist
348,Rio Gallegos,AR,-51.6226,-69.2181,46.45,57,0,5.75,clear sky
349,Itaituba,BR,-4.2761,-55.9836,87.96,70,40,5.75,scattered clouds
350,Zarinsk,RU,53.7074,84.9493,68.77,28,100,13.91,overcast clouds
351,Liverpool,GB,53.4106,-2.9779,57.29,82,20,4.61,few clouds
352,Flic En Flac,MU,-20.2742,57.3631,75.76,83,12,4.72,few clouds
353,Nago,JP,26.5881,127.9761,64.83,85,100,9.75,overcast clouds
354,Sao Francisco,BR,-15.9486,-44.8644,93.04,23,7,4.07,light rain
355,Oskemen,KZ,49.9565,82.6119,67.96,19,75,6.71,broken clouds
356,Belyy Yar,RU,53.6039,91.3903,51.69,43,0,4.47,clear sky
357,Manokwari,ID,-0.8667,134.0833,77.52,86,99,4.7,light rain
358,Belaya Gora,RU,68.5333,146.4167,9.66,99,82,5.77,broken clouds
359,Adolfo Lopez Mateos,MX,28.4667,-107.3,72.93,7,41,10.87,scattered clouds
360,Alibag,IN,18.6411,72.8792,86.07,78,5,4.47,clear sky
361,Komatsu,JP,36.4026,136.4509,44.73,100,20,2.3,fog
362,Cam Ranh,VN,11.9214,109.1591,78.76,89,20,4.61,few clouds
363,Sorong,ID,-0.8833,131.25,79.59,85,65,6.55,broken clouds
364,Kundiawa,PG,-6.0167,144.9667,62.51,97,81,1.3,broken clouds
365,Goure,NE,13.9835,10.2704,95.27,17,45,6.08,scattered clouds
366,Ulladulla,AU,-35.35,150.4667,52.7,72,12,4.07,few clouds
367,Ust-Maya,RU,60.4167,134.5333,29.62,88,56,7.43,broken clouds
368,Batie,BF,9.8833,-2.9167,95.32,31,91,4.07,overcast clouds
369,Dundalk,US,39.2507,-76.5205,66.38,61,100,9.22,overcast clouds
370,Chynov,CZ,49.4068,14.8112,55.78,83,100,4.81,overcast clouds
371,La Asuncion,VE,11.0333,-63.8628,87.53,58,47,20.71,scattered clouds
372,Sola,VU,-13.8833,167.55,81.63,72,100,4.21,overcast clouds
373,Cabedelo,BR,-6.9811,-34.8339,81.27,73,80,14.72,broken clouds
374,Riyadh,SA,24.6877,46.7219,91.54,12,0,12.3,clear sky
375,Kurchum,KZ,48.5722,83.6542,63.54,20,60,11.14,broken clouds
376,Turukhansk,RU,65.8167,87.9833,30.06,82,100,17.54,overcast clouds
377,Broken Hill,AU,-31.95,141.4333,49.71,81,0,4.61,clear sky
378,Srednekolymsk,RU,67.45,153.6833,28.22,95,100,1.23,overcast clouds
379,Lagoa,PT,39.05,-27.9833,62.56,71,20,1.12,few clouds
380,Oltu,TR,40.5498,42.0013,51.15,90,100,6.49,overcast clouds
381,Namie,JP,37.4833,141.0,46.71,95,69,6.17,broken clouds
382,Shurugwi,ZW,-19.6702,30.0059,54.3,91,84,7.61,broken clouds
383,Charagua,BO,-19.8,-63.2167,63.97,75,99,0.83,overcast clouds
384,Lethem,GY,3.3803,-59.7968,95.13,31,56,12.26,broken clouds
385,Tuy Hoa,VN,13.0833,109.3,77.68,92,99,3.56,overcast clouds
386,Yulara,AU,-25.2406,130.9889,60.64,63,40,8.05,scattered clouds
387,Buala,SB,-8.145,159.5921,79.56,83,100,6.13,light rain
388,Metu,ET,8.3,35.5833,64.27,84,76,3.36,light rain
389,Sabinas,MX,27.85,-101.1167,82.47,64,100,15.68,overcast clouds
390,Portland,US,45.5234,-122.6762,58.44,82,100,4.61,overcast clouds
391,Katsuura,JP,35.1333,140.3,54.36,88,100,15.79,overcast clouds
392,Igrim,RU,63.1906,64.4162,29.89,97,100,6.62,snow
393,Honghu,CN,29.8206,113.4621,57.79,73,100,6.6,overcast clouds
394,Escanaba,US,45.7453,-87.0646,49.51,95,100,10.36,overcast clouds
395,Bubaque,GW,11.2833,-15.8333,78.69,74,7,14.9,clear sky
396,Lorengau,PG,-2.0226,147.2712,81.16,77,9,4.14,clear sky
397,Tromso,NO,69.6496,18.957,35.38,86,75,6.91,broken clouds
398,Guanambi,BR,-14.2233,-42.7814,88.66,30,7,11.18,clear sky
399,San Quintin,MX,30.4833,-115.95,65.05,68,33,11.54,scattered clouds
400,Acolla,PE,-11.7319,-75.5463,62.55,43,33,4.47,scattered clouds
401,Hede,CN,33.7681,120.2517,51.44,67,64,9.19,broken clouds
402,Grindavik,IS,63.8424,-22.4338,42.75,70,0,10.36,clear sky
403,Baijiantan,CN,45.6333,85.1833,71.26,11,49,5.68,scattered clouds
404,Gaoual,GN,11.75,-13.2,94.14,35,64,5.99,broken clouds
405,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,71,0,14.97,clear sky
406,Imaculada,BR,-7.3897,-37.5092,84.99,37,32,9.04,scattered clouds
407,Tarbagatay,RU,51.4803,107.3602,47.73,39,87,4.79,overcast clouds
408,Samarai,PG,-10.6167,150.6667,79.99,81,47,9.86,moderate rain
409,Boyuibe,BO,-20.4167,-63.2833,63.93,87,100,1.01,overcast clouds
410,Cabo San Lucas,MX,22.8909,-109.9124,83.61,60,87,4.0,overcast clouds
411,Shush,IR,32.1942,48.2436,84.88,19,10,13.69,clear sky
412,Hovd,MN,48.0056,91.6419,57.33,18,99,8.12,overcast clouds
413,Ponta Delgada,PT,37.7333,-25.6667,66.92,68,75,4.61,broken clouds
414,Semnan,IR,35.5729,53.3971,66.04,52,20,2.3,thunderstorm
415,Pali,IN,25.7667,73.3333,95.27,20,2,18.41,clear sky
416,Pires Do Rio,BR,-17.2997,-48.2794,86.36,26,0,1.61,clear sky
417,Fort Nelson,CA,58.8053,-122.7002,42.39,61,0,5.75,clear sky
418,Aleksandrov Gay,RU,50.147,48.5704,46.17,47,16,11.63,few clouds
419,Kalmunai,LK,7.4167,81.8167,81.73,80,100,5.61,overcast clouds
420,Peringat,MY,6.0333,102.2833,76.98,94,20,2.3,light rain
421,Lourdes,FR,43.1,-0.05,62.08,63,75,8.05,broken clouds
422,Puerto Narino,CO,-3.7703,-70.3831,81.37,86,61,2.08,broken clouds
423,Luanda,AO,-8.8368,13.2343,80.6,83,20,10.36,few clouds
424,Jiblah,YE,13.9216,44.1467,65.7,69,83,1.39,light rain
425,Starobaltachevo,RU,56.0013,55.9213,33.76,65,70,6.64,broken clouds
426,Wanlaweyn,SO,2.6185,44.8938,80.76,78,100,10.09,overcast clouds
427,Teguise,ES,29.0605,-13.564,70.02,56,20,23.02,few clouds
428,Barcelos,PT,41.5388,-8.6151,61.84,73,15,11.72,few clouds
429,Chernyshevskiy,RU,63.0128,112.4714,6.96,96,44,3.94,scattered clouds
430,Wajima,JP,37.4,136.9,50.23,72,1,5.68,clear sky
431,Vao,NC,-22.6667,167.4833,75.49,85,41,21.27,scattered clouds
432,Rawa Mazowiecka,PL,51.7644,20.2549,57.02,51,18,1.92,few clouds
433,Sandakan,MY,5.8402,118.1179,80.28,94,20,3.44,few clouds
434,Mana,GF,5.6592,-53.7767,83.19,66,62,11.83,broken clouds
435,Grimshaw,CA,56.1834,-117.6027,38.82,87,100,8.05,moderate rain
436,Ploemeur,FR,47.7333,-3.4333,60.85,64,0,6.91,clear sky
437,Podgornoye,RU,51.735,39.1496,41.22,45,0,0.0,clear sky
438,Luganville,VU,-15.5333,167.1667,77.95,85,100,0.51,light rain
439,Clyde River,CA,70.4692,-68.5914,14.23,85,100,13.8,light snow
440,Lulea,SE,65.5842,22.1547,35.67,75,0,5.75,clear sky
441,Copiapo,CL,-27.3667,-70.3333,58.69,29,51,5.44,broken clouds
442,Adre,TD,13.4667,22.2,90.9,9,93,5.99,overcast clouds
443,Solnechnyy,RU,50.7214,136.6319,28.31,96,91,4.09,overcast clouds
444,Margate,GB,51.3813,1.3862,54.7,75,100,1.99,overcast clouds
445,Buchanan,LR,5.8808,-10.0467,82.8,77,97,6.35,light rain
446,Poselki,RU,53.1324,46.5031,36.93,61,18,1.92,few clouds
447,Quatre Cocos,MU,-20.2078,57.7625,75.31,84,19,6.24,few clouds
448,Ancud,CL,-41.8697,-73.8203,55.36,77,51,7.18,broken clouds
449,Techiman,GH,7.5862,-1.9414,88.43,43,88,5.35,overcast clouds
450,Ukiah,US,39.1502,-123.2078,68.38,54,0,8.05,clear sky
451,Nouadhibou,MR,20.931,-17.0347,71.58,73,0,21.85,dust
452,Minbu,MM,20.1833,94.8833,86.7,59,36,4.54,scattered clouds
453,Nileshwar,IN,12.25,75.1,79.16,76,96,4.36,overcast clouds
454,Uruzgan,AF,32.8333,66.0,74.08,25,99,6.02,overcast clouds
455,Las Vegas,US,36.175,-115.1372,80.24,18,0,25.32,clear sky
456,Jutai,BR,-5.1833,-68.9,84.83,69,63,1.63,broken clouds
457,Coahuayana,MX,18.7333,-103.6833,90.54,27,97,7.78,overcast clouds
458,Monte Patria,CL,-30.6919,-70.9467,75.42,25,0,7.52,clear sky
459,Santiago,CL,-33.4569,-70.6483,75.29,38,0,4.61,clear sky
460,Kasongo,CD,-4.45,26.6667,69.48,97,100,2.55,overcast clouds
461,Qandala,SO,11.472,49.8728,86.92,69,35,3.62,scattered clouds
462,Joshimath,IN,30.5667,79.5667,59.76,56,40,6.87,scattered clouds
463,Tecoanapa,MX,16.5167,-98.75,86.72,51,57,10.54,broken clouds
464,Kungurtug,RU,50.5994,97.5228,43.18,53,34,2.86,scattered clouds
465,Calvinia,ZA,-31.4707,19.776,64.02,25,0,3.27,clear sky
466,Verkhnyaya Toyma,RU,62.2349,44.9985,31.51,85,100,4.27,overcast clouds
467,Roma,US,43.2128,-75.4557,69.08,26,0,13.8,clear sky
468,Poum,NC,-20.2333,164.0167,77.29,80,4,4.61,clear sky
469,Matara,LK,5.9485,80.5353,79.16,90,100,10.33,light rain
470,Emerald,AU,-23.5333,148.1667,66.34,82,40,8.05,scattered clouds
471,Kutum,SD,14.2,24.6667,86.02,8,71,8.7,broken clouds
472,Spanish Fork,US,40.115,-111.6549,59.0,52,100,18.41,overcast clouds
473,Fare,PF,-16.7,-151.0167,80.73,73,25,11.27,scattered clouds
474,Paracuru,BR,-3.41,-39.0306,85.1,70,39,12.93,scattered clouds
475,Bone,DE,51.9669,12.1396,58.28,52,84,6.17,broken clouds
476,Iqaluit,CA,63.7506,-68.5145,26.33,73,75,5.75,broken clouds
477,Basco,PH,20.4487,121.9702,78.85,81,100,21.43,overcast clouds
478,Pryozerne,UA,45.2698,36.3303,53.06,85,81,9.15,broken clouds
479,Yuzhne,UA,46.6221,31.1013,54.45,61,62,2.15,broken clouds
480,Mercedes,AR,-34.6515,-59.4307,67.86,41,0,7.2,clear sky
481,Kijang,KR,35.2442,129.2139,47.93,46,3,7.36,clear sky
482,Chaumont,FR,48.1167,5.1333,53.19,77,90,5.48,overcast clouds
483,Tacuati,PY,-23.45,-56.5833,88.95,41,16,3.4,few clouds
484,Dukat,RU,62.55,155.55,16.68,99,51,6.38,broken clouds
485,Antalaha,MG,-14.9003,50.2788,76.12,89,23,5.23,few clouds
486,North Bend,US,43.4065,-124.2243,59.23,86,0,3.44,clear sky
487,Bastrop,US,32.7562,-91.8724,78.71,67,9,1.01,clear sky
488,Nenjiang,CN,49.1833,125.2167,38.44,61,40,4.41,scattered clouds
489,Serebryanyy Bor,RU,56.8,124.8,27.7,86,100,6.06,snow
490,Coquimbo,CL,-29.9533,-71.3436,58.73,82,75,12.66,broken clouds
491,Evensk,RU,61.95,159.2333,19.49,84,31,5.68,scattered clouds
492,Bandrele,YT,-12.9067,45.1914,82.15,78,100,19.57,overcast clouds
493,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,68,3,12.88,clear sky
494,Oriximina,BR,-1.7656,-55.8661,85.19,68,39,2.57,scattered clouds
495,Susanville,US,40.4163,-120.653,51.8,47,0,8.05,clear sky
496,Zykovo,RU,55.9519,93.1461,36.34,72,100,7.23,overcast clouds
497,Anadyr,RU,64.75,177.4833,14.5,85,0,11.18,clear sky
498,Ornskoldsvik,SE,63.2909,18.7153,49.15,57,20,11.5,few clouds
499,Kupang,ID,-10.1667,123.5833,77.94,86,95,7.49,overcast clouds
500,Kenai,US,60.5544,-151.2583,48.02,58,0,18.41,clear sky
501,Singapore,SG,1.2897,103.8501,80.55,91,75,2.3,broken clouds
